Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,ICTVRatified,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,AssocID,DatabaseDOI,Release_Date,Collection_Date,NCBIAccession
rhinolophus ferrumequinum,sarbecovirus sp.,59479,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2020,7,,,,2021-09-22,2020-07,"OK017630.1, OK017631.1, OK017632.1"
rhinolophus ferrumequinum,sarbecovirus sp.,59479,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus ferrumequinum,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2020,9,,,,2021-09-22,2020-09,"OK017633.1, OK017634.1, OK017794.1, OK017795.1, OK017796.1, OK017797.1, OK017798.1, OK017799.1, OK017800.1"
rhinolophus hipposideros,sarbecovirus sp.,77218,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus hipposideros,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,12,14,2021,6,25,,,2022-12-14,2021-06-25,OP837780.1
rhinolophus hipposideros,sarbecovirus sp.,77218,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus hipposideros,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,12,14,2021,7,1,,,2022-12-14,2021-07-01,OP837781.1
rhinolophus hipposideros,sarbecovirus sp.,77218,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus hipposideros,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,2,6,2021,6,24,,,2023-02-06,2021-06-24,OP776338.1
rhinolophus hipposideros,sarbecovirus sp.,77218,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus hipposideros,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,2,6,2021,8,30,,,2023-02-06,2021-08-30,OP776340.1
rhinolophus hipposideros,sarbecovirus sp.,77218,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus hipposideros,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,2,6,2021,9,10,,,2023-02-06,2021-09-10,OP776339.1
rhinolophus hipposideros,sarbecovirus sp.,77218,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus hipposideros,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,7,18,2022,,,,,2025-07-18,2022,PQ611137.1
rhinolophus luctus,sarbecovirus sp.,337453,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus luctus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2017,7,,,,2021-09-22,2017-07,OK017615.1
rhinolophus macrotis,betacoronavirus pandemicum,196889,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus macrotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2006,7,13,,,,,,2006-07-13,,DQ412043.1
rhinolophus macrotis,betacoronavirus pandemicum,196889,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus macrotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,12,7,,,,,,2021-12-07,,OL405721.1
rhinolophus macrotis,betacoronavirus pandemicum,196889,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus macrotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,5,9,2018,,,,,2023-05-09,2018,OQ934007.1
rhinolophus macrotis,betacoronavirus pandemicum,196889,694009,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus macrotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,FALSE,Isolation/Observation,Isolation,HP3,Olival et al. 2017 Nature,2006,Calisher et al. 2006,,,,,,,,211408,https://doi.org/10.5281/zenodo.596810,,,
rhinolophus macrotis,betacoronavirus pandemicum,196889,694009,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus macrotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,FALSE,PCR/Sequencing,NCBI Nucleotide,EID2,Wardeh et al. 2015 Sci Data,,NCBI Nucleotide,,2006,,,,,,211407,https://doi.org/10.1038/sdata.2015.49,,,89514824
rhinolophus macrotis,sarbecovirus sp.,196889,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus macrotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,8,1,2023,5,,,,2025-08-01,2023-05,PQ189558.1
rhinolophus macrotis,sarbecovirus sp.,196889,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus macrotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,8,1,2023,8,,,,2025-08-01,2023-08,"PQ189577.1, PQ189578.1, PQ189583.1"
rhinolophus macrotis,sarbecovirus sp.,196889,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus macrotis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,8,1,2023,9,,,,2025-08-01,2023-09,PQ189533.1
rhinolophus malayanus,betacoronavirus sp.,608659,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus malayanus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,9,2020,5,25,,,2022-03-09,2020-05-25,"MZ197847.1, MZ197853.1, MZ197859.1, MZ197860.1"
rhinolophus malayanus,betacoronavirus sp.,608659,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus malayanus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,9,2020,6,3,,,2022-03-09,2020-06-03,"MZ197844.1, MZ197854.1"
rhinolophus malayanus,betacoronavirus sp.,608659,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus malayanus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,9,2020,7,14,,,2022-03-09,2020-07-14,"MZ197846.1, MZ197851.1, MZ197858.1"
rhinolophus malayanus,betacoronavirus sp.,608659,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus malayanus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,5,25,2023,6,15,,,2025-05-25,2023-06-15,"OZ250959.1, OZ251038.1"
rhinolophus malayanus,betacoronavirus sp.,608659,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus malayanus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,6,14,2023,6,15,,,2025-06-14,2023-06-15,"PV711211.1, PV711290.1"
rhinolophus mehelyi,betacoronavirus pandemicum,342862,694009,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus mehelyi,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,FALSE,PCR/Sequencing,PCR,HP3,Olival et al. 2017 Nature,2010,Drexler et al. 2010,,,,,,,,211411,https://doi.org/10.5281/zenodo.596810,,,
rhinolophus microglobosus,betacoronavirus sp.,3344654,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus microglobosus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,5,25,2023,5,3,,,2025-05-25,2023-05-03,"OZ250914.1, OZ250916.1, OZ250993.1, OZ250995.1"
rhinolophus microglobosus,betacoronavirus sp.,3344654,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus microglobosus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,6,14,2023,5,3,,,2025-06-14,2023-05-03,"PV711166.1, PV711168.1, PV711245.1, PV711247.1"
rhinolophus monoceros,betacoronavirus pandemicum,169756,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus monoceros,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2014,10,30,2012,,,,,2014-10-30,2012,"KF294420.1, KF294422.1, KF294423.1, KF294424.1, KF294426.1, KF294427.1, KF294428.1, KF294429.1, KF294430.1, KF294431.1, KF294434.1, KF294435.1, KF294436.1, KF294437.1, KF294438.1, KF294442.1, KF294444.1, KF294445.1, KF294446.1, KF294447.1, KF294448.1, KF294449.1, KF294450.1, KF294451.1, KF294452.1, KF294453.1, KF294454.1, KF294457.1"
rhinolophus monoceros,betacoronavirus pandemicum,169756,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus monoceros,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,4,24,2021,9,15,,,2024-04-24,2021-09-15,PP681137.1
rhinolophus monoceros,betacoronavirus pandemicum,169756,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus monoceros,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2024,5,18,2022,4,23,,,2024-05-18,2022-04-23,PP776542.1
rhinolophus pearsonii,betacoronavirus pandemicum,188571,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pearsonii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2014,10,30,2012,,,,,2014-10-30,2012,KF294443.1
rhinolophus pearsonii,betacoronavirus pandemicum,188571,694009,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pearsonii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,FALSE,Isolation/Observation,Isolation,HP3,Olival et al. 2017 Nature,2006,Calisher et al. 2006,,,,,,,,211415,https://doi.org/10.5281/zenodo.596810,,,
rhinolophus pearsonii,sarbecovirus sp.,188571,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pearsonii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,8,1,2023,5,,,,2025-08-01,2023-05,PQ189536.1
rhinolophus pearsonii,sarbecovirus sp.,188571,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pearsonii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,8,1,2023,6,,,,2025-08-01,2023-06,"PQ189504.1, PQ189512.1, PQ189517.1, PQ189525.1, PQ189526.1, PQ189527.1, PQ189534.1, PQ189542.1, PQ189543.1, PQ189546.1, PQ189588.1"
rhinolophus pearsonii,sarbecovirus sp.,188571,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pearsonii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,8,1,2023,7,,,,2025-08-01,2023-07,"PQ189516.1, PQ189537.1, PQ189539.1, PQ189584.1"
rhinolophus pearsonii,sarbecovirus sp.,188571,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pearsonii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,8,1,2023,8,,,,2025-08-01,2023-08,"PQ189514.1, PQ189515.1, PQ189520.1, PQ189549.1, PQ189560.1, PQ189563.1"
rhinolophus pearsonii,sarbecovirus sp.,188571,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pearsonii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,8,1,2023,9,,,,2025-08-01,2023-09,"PQ189507.1, PQ189513.1, PQ189518.1, PQ189524.1, PQ189532.1, PQ189555.1, PQ189570.1, PQ189580.1, PQ189582.1"
rhinolophus pusillus,betacoronavirus pandemicum,159858,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2013,6,10,2011,9,,,,2013-06-10,2011-09,JX993987.1
rhinolophus pusillus,betacoronavirus pandemicum,159858,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,3,28,2015,7,,,,2018-03-28,2015-07,"MG772892.1, MG772893.1, MG772894.1, MG772895.1, MG772896.1, MG772897.1, MG772898.1, MG772899.1, MG772900.1, MG772901.1, MG772902.1, MG772934.1"
rhinolophus pusillus,betacoronavirus pandemicum,159858,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,3,28,2016,1,,,,2018-03-28,2016-01,"MG772862.1, MG772863.1, MG772864.1, MG772865.1, MG772866.1, MG772867.1, MG772868.1, MG772869.1, MG772870.1, MG772871.1, MG772872.1, MG772873.1, MG772874.1, MG772875.1, MG772876.1, MG772877.1, MG772878.1, MG772879.1, MG772880.1, MG772881.1, MG772882.1, MG772883.1, MG772884.1, MG772885.1, MG772886.1, MG772887.1, MG772888.1, MG772889.1, MG772890.1, MG772891.1"
rhinolophus pusillus,betacoronavirus pandemicum,159858,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,3,28,2016,10,,,,2018-03-28,2016-10,"MG772844.1, MG772845.1, MG772846.1, MG772847.1, MG772848.1, MG772849.1, MG772850.1, MG772851.1, MG772852.1, MG772853.1, MG772854.1, MG772855.1, MG772856.1, MG772857.1, MG772858.1, MG772859.1, MG772860.1, MG772861.1"
rhinolophus pusillus,betacoronavirus pandemicum,159858,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2018,3,28,2017,2,,,,2018-03-28,2017-02,"MG772903.1, MG772904.1, MG772905.1, MG772906.1, MG772907.1, MG772908.1, MG772909.1, MG772910.1, MG772911.1, MG772912.1, MG772913.1, MG772914.1, MG772915.1, MG772916.1, MG772917.1, MG772918.1, MG772919.1, MG772920.1, MG772921.1, MG772922.1, MG772923.1, MG772924.1, MG772925.1, MG772926.1, MG772927.1, MG772928.1, MG772929.1, MG772930.1, MG772931.1, MG772932.1, MG772933.1"
rhinolophus pusillus,betacoronavirus pandemicum,159858,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2020,6,1,,,,,,2020-06-01,,"MN312652.1, MN312656.1, MN312660.1, MN312662.1, MN312663.1, MN312664.1, MN312843.1, MN312844.1"
rhinolophus pusillus,betacoronavirus pandemicum,159858,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,5,18,2020,,,,,2022-05-18,2020,"ON012454.1, ON012456.1, ON012457.1, ON012458.1, ON012459.1, ON012461.1, ON012462.1, ON012463.1, ON012465.1, ON012466.1, ON012467.1, ON012468.1, ON012470.1, ON012471.1"
rhinolophus pusillus,betacoronavirus pandemicum,159858,3418604,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus pandemicum,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,5,9,2018,,,,,2023-05-09,2018,OQ934005.1
rhinolophus pusillus,betacoronavirus pandemicum,159858,694009,TRUE,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,FALSE,Antibodies,Antibodies,HP3,Olival et al. 2017 Nature,2005,Li et al. 2005,,,,,,,,211424,https://doi.org/10.5281/zenodo.596810,,,
rhinolophus pusillus,betacoronavirus sp.,159858,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,3,9,2020,5,25,,,2022-03-09,2020-05-25,"MZ197848.1, MZ197852.1, MZ197857.1"
rhinolophus pusillus,betacoronavirus sp.,159858,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2022,9,1,2020,,,,,2022-09-01,2020,"MZ491835.1, MZ491846.1"
rhinolophus pusillus,betacoronavirus sp.,159858,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,5,25,2023,5,6,,,2025-05-25,2023-05-06,"OZ250948.1, OZ251027.1"
rhinolophus pusillus,betacoronavirus sp.,159858,1928434,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2025,6,14,2023,5,6,,,2025-06-14,2023-05-06,"PV711200.1, PV711279.1"
rhinolophus pusillus,horseshoe bat sarbecovirus,159858,3068538,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Horseshoe bat sarbecovirus,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2023,8,14,2022,6,26,,,2023-08-14,2022-06-26,OR233302.1
rhinolophus pusillus,sarbecovirus sp.,159858,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2021,2,,,,2021-09-22,2021-02,"OK017803.1, OK017804.1"
rhinolophus pusillus,sarbecovirus sp.,159858,2833184,TRUE,TRUE,FALSE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Sarbecovirus sp.,FALSE,PCR/Sequencing,GenBank,GenBank,https://ftp.ncbi.nlm.nih.gov/genomes/Viruses/AllNuclMetadata/ accessed on 2025-09-16,,,,2021,9,22,2021,3,,,,2021-09-22,2021-03,OK017805.1
